MOVIE_ID|ACTOR_ID
1|1
1|2
1|3
1|4
1|5
1|6
1|7
1|8
1|9
1|10
1|11
1|12
1|13
1|14
1|15
1|16
1|17
1|18
1|19
1|20
1|21
1|22
1|23
1|24
1|25
1|26
1|27
1|28
1|29
1|30
1|31
1|32
1|33
1|34
1|35
1|36
1|37
1|38
1|39
1|40
1|41
1|42
1|43
1|44
1|45
1|46
1|47
1|48
1|49
1|50
1|51
1|52
1|53
1|54
1|55
1|56
1|57
1|58
1|59
1|60
1|61
1|62
1|63
1|64
1|65
1|66
1|67
1|68
1|69
1|70
1|71
1|72
1|73
1|74
1|75
1|76
1|77
1|78
1|79
1|80
1|81
1|82
1|83
2|84
2|85
2|86
2|87
2|88
2|89
2|90
2|91
2|92
2|93
2|94
2|95
2|96
2|97
2|98
2|99
2|100
2|101
2|102
2|103
2|104
2|105
2|106
2|107
2|108
2|109
2|110
2|111
2|112
2|113
2|114
2|96
2|115
2|116
3|117
3|118
3|119
3|120
3|121
3|122
3|94
3|123
3|124
3|125
3|126
3|127
3|128
3|129
3|130
3|131
3|132
3|133
3|134
3|135
3|136
3|137
3|138
3|139
3|140
3|141
3|142
3|143
3|144
3|145
3|146
3|147
3|148
3|149
3|150
3|151
3|152
3|153
3|154
3|155
3|156
3|157
3|158
3|159
3|160
3|161
3|162
3|163
3|164
3|165
3|166
3|167
3|168
3|169
3|170
3|171
3|172
3|173
3|174
3|175
3|176
3|177
3|178
3|179
3|180
3|181
3|182
3|183
3|184
3|185
3|186
3|187
3|188
3|189
3|190
3|191
3|192
3|193
3|194
3|195
3|196
3|197
3|198
4|199
4|200
4|201
4|202
4|203
4|204
4|205
4|206
4|207
4|208
4|209
4|210
4|211
4|212
4|213
4|214
4|215
4|216
4|217
4|218
4|219
4|220
4|221
4|222
4|223
4|224
4|225
4|226
4|107
4|227
4|228
4|229
4|230
4|231
4|232
4|233
4|234
4|235
4|236
4|237
4|238
4|239
4|240
4|241
4|242
4|243
4|244
4|245
4|246
4|247
4|248
4|249
4|250
4|251
4|252
4|253
4|254
4|255
4|256
4|257
4|258
4|259
4|260
4|261
4|262
4|263
4|264
4|265
4|266
4|267
4|268
4|269
4|270
4|271
4|272
4|273
4|274
4|275
4|276
4|277
4|278
4|279
4|280
4|281
4|282
4|283
4|284
4|285
4|286
4|287
4|288
4|289
4|290
4|291
4|292
4|293
4|294
4|295
4|296
4|297
4|298
4|299
4|300
4|301
4|302
4|303
4|304
4|305
4|306
4|307
4|308
4|309
4|310
4|311
4|312
4|313
4|314
4|315
4|316
4|317
4|318
4|319
4|320
4|321
4|322
4|323
4|324
4|325
4|326
4|327
4|328
4|329
4|330
4|331
4|332
4|333
4|334
4|335
4|336
4|337
4|338
4|339
4|340
4|341
4|342
4|343
4|344
4|345
4|346
4|347
4|348
4|349
4|350
4|351
4|352
4|353
4|354
4|355
5|356
5|357
5|358
5|359
5|360
5|361
5|362
5|363
5|364
5|365
5|366
5|367
5|368
5|369
5|370
5|371
5|372
5|373
5|374
5|375
5|376
5|377
5|378
5|379
5|380
5|381
5|382
6|383
6|384
6|385
6|360
6|386
6|387
6|388
6|389
6|390
6|391
6|392
6|393
6|394
6|395
6|396
6|359
6|397
6|398
6|399
6|324
6|400
6|401
6|402
6|403
6|404
6|405
6|406
6|407
6|408
6|409
6|410
6|411
6|412
6|413
6|414
6|415
6|416
6|417
6|418
6|419
6|420
6|421
6|422
6|423
6|424
6|425
6|426
6|427
6|428
6|429
6|430
6|431
6|432
6|433
6|434
6|435
6|436
6|437
6|438
6|439
6|440
6|441
6|442
6|443
6|444
6|445
6|446
6|447
6|448
6|449
6|450
6|451
6|452
6|453
6|454
6|455
6|456
6|457
6|458
6|459
6|460
6|461
6|462
6|463
6|464
6|465
6|466
6|467
6|468
6|469
6|470
6|471
6|472
6|473
6|474
6|475
6|476
6|477
6|478
6|479
6|480
6|481
6|482
6|483
6|484
6|485
6|486
6|487
6|488
6|489
6|323
6|490
6|491
6|492
6|493
6|494
6|495
6|496
6|497
6|498
6|499
6|500
6|501
6|502
6|503
6|504
6|505
6|506
6|507
6|508
6|509
6|510
6|511
6|512
6|513
6|514
6|515
6|516
6|517
6|518
6|519
6|520
6|521
7|522
7|523
7|524
7|525
7|526
7|527
7|528
7|529
7|530
7|531
7|532
7|533
7|534
8|535
8|536
8|537
8|538
8|539
8|540
8|541
8|542
8|543
8|544
8|545
8|546
8|547
8|548
8|549
8|550
8|551
8|87
8|552
8|553
8|554
8|555
8|401
8|556
8|557
8|558
8|559
8|560
8|561
8|562
8|563
8|564
8|565
8|566
8|567
8|568
8|569
8|570
8|571
8|572
8|573
8|574
8|575
8|576
8|577
8|578
8|579
8|580
8|581
8|582
8|583
8|584
8|585
8|586
8|587
8|588
8|589
8|590
8|591
8|592
8|593
8|594
8|595
8|596
8|597
8|598
8|599
8|600
8|601
8|602
8|603
8|604
9|605
9|606
9|607
9|608
9|609
9|610
9|611
9|612
9|613
9|614
9|615
9|616
9|617
9|618
9|619
9|620
9|621
9|622
9|623
9|624
9|625
9|626
9|627
9|628
9|629
9|630
9|631
9|632
9|633
9|634
9|635
9|636
9|637
9|638
9|639
9|640
9|641
9|642
9|643
9|644
9|645
9|646
9|647
9|648
9|649
9|650
9|651
9|652
9|653
10|654
10|655
10|656
10|657
10|658
10|659
10|660
10|661
10|662
10|663
10|664
10|665
10|666
10|667
10|668
10|669
10|670
10|671
10|672
10|673
10|674
10|675
10|676
10|677
10|678
10|679
10|680
10|681
10|682
10|683
10|684
10|685
10|686
10|687
10|688
10|689
10|690
10|691
10|692
10|693
10|694
10|695
10|696
10|697
10|698
10|699
10|700
10|701
10|702
10|703
10|704
10|705
10|706
10|707
10|708
10|709
10|710
10|711
10|712
10|713
10|714
10|715
10|716
10|717
10|718
10|719
10|720
10|721
10|722
10|723
10|724
10|725
10|726
10|727
10|728
10|729
10|730
10|731
10|732
10|733
10|734
10|735
10|736
10|737
10|738
10|739
10|740
10|741
10|742
10|743
10|744
10|745
10|746
10|747
10|748
10|749
10|280
10|750
10|751
10|752
10|753
10|754
10|755
10|756
10|757
10|758
10|759
10|760
10|761
10|762
10|763
10|764
10|765
10|766
10|767
10|768
10|769
10|770
10|771
10|772
10|773
10|774
10|775
10|776
10|777
10|778
10|779
10|780
10|781
10|782
10|783
10|784
10|785
10|786
10|787
10|788
10|789
10|790
10|791
10|792
10|793
10|794
10|795
10|796
10|797
10|798
10|799
10|800
10|801
10|802
10|803
10|804
11|805
11|806
11|807
11|808
11|809
11|810
11|811
11|812
11|813
11|814
11|815
11|816
11|817
11|818
11|819
11|820
11|821
11|822
12|117
12|823
12|824
12|193
12|825
12|826
12|827
12|828
12|126
12|829
12|125
12|830
12|831
12|832
12|648
12|833
12|834
12|835
12|836
12|837
12|838
12|839
12|840
12|841
12|842
12|843
12|844
12|845
12|846
12|847
12|848
12|849
13|84
13|85
13|86
13|87
13|89
13|91
13|92
13|95
13|97
13|98
13|93
13|94
13|100
13|101
13|102
13|850
13|90
13|851
13|112
13|852
13|107
13|853
13|854
13|855
13|856
13|857
13|103
13|104
13|858
13|859
13|111
13|113
13|114
14|84
14|860
14|861
14|611
14|862
14|863
14|864
14|865
14|866
14|867
14|868
14|869
14|870
14|871
14|872
14|873
14|874
14|875
14|876
14|603
14|877
14|878
14|831
14|879
14|880
14|881
14|882
14|883
14|884
14|885
14|886
14|887
14|888
14|889
14|890
14|891
14|892
14|893
14|894
14|895
14|896
14|897
14|898
14|899
14|900
14|901
14|902
14|903
14|904
14|905
14|906
14|907
14|908
14|909
14|910
14|911
14|912
14|913
14|914
14|915
15|655
15|657
15|681
15|678
15|659
15|916
15|661
15|917
15|918
15|919
15|920
15|921
15|922
15|923
15|924
15|693
15|925
15|926
15|927
15|928
15|929
15|673
15|675
15|930
15|931
15|932
15|933
15|934
15|935
15|674
15|936
15|937
15|938
16|939
16|940
16|941
16|942
16|943
16|944
16|945
16|946
16|624
16|947
16|948
16|949
16|950
16|951
16|952
16|953
16|209
16|954
16|955
16|956
16|957
17|535
17|538
17|537
17|536
17|539
17|540
17|958
17|959
17|547
17|87
17|542
17|960
17|546
17|961
17|962
17|963
17|401
17|964
17|965
17|966
17|967
17|968
17|969
17|970
17|971
17|972
17|973
17|974
17|975
17|976
17|977
17|978
17|979
17|980
17|981
17|982
17|983
17|984
17|985
17|986
17|987
17|988
17|989
17|990
17|991
17|992
17|993
17|994
17|995
17|996
17|997
17|998
17|999
17|1000
17|1001
17|1002
17|1003
17|1004
17|1005
17|1006
17|1007
17|1008
17|1009
17|1010
17|1011
17|1012
17|1013
17|1014
17|1015
17|1016
17|1017
17|1018
17|1019
17|1020
17|1021
17|1022
17|1023
17|1024
17|314
17|317
17|1025
17|1026
17|602
17|1027
17|1028
17|323
17|1029
17|1030
17|1031
17|1032
17|1033
17|1034
17|1035
17|1036
17|1037
17|1038
17|1039
17|1040
17|1041
17|1042
17|1043
17|1044
17|1045
17|1046
17|1047
17|1048
17|1049
17|1050
17|337
17|1051
17|1052
17|1053
17|787
17|1054
17|1055
18|84
18|1056
18|1057
18|92
18|90
18|1058
18|1059
18|1060
18|99
18|1061
18|1062
18|1063
18|96
18|1064
18|193
18|1065
18|1066
18|1067
18|1068
18|1069
18|1070
18|1071
18|1072
18|1073
18|1074
18|1075
18|1076
18|1077
18|1078
18|1079
18|1080
18|1081
18|1082
18|310
18|1083
19|1084
19|1085
19|601
19|1086
19|1087
19|1088
19|1089
19|1090
19|1091
19|1092
19|1093
19|1094
19|1095
19|1096
19|1097
19|1098
19|1099
19|1100
20|1101
20|1102
20|1103
20|954
20|1104
20|1105
20|1106
20|1107
20|1108
20|1109
20|1110
20|1111
20|1112
20|1113
20|1114
20|85
20|1115
20|1116
20|1117
20|1118
20|1119
20|1120
20|1121
20|1122
20|1123
20|1124
20|1125
20|1126
20|1127
20|1128
20|1129
20|1130
20|1131
20|1132
20|16
20|1133
20|1134
20|1135
20|1136
20|1137
20|1138
20|1139
21|1140
21|1141
21|1142
21|1143
21|1144
21|1145
21|1146
21|1147
21|1148
21|1149
21|1150
21|1151
21|1152
21|1153
21|1154
21|401
21|1155
21|324
21|1156
21|1157
21|1158
21|1159
21|1160
21|1161
21|1162
21|1163
21|1164
21|1165
21|1166
21|1167
21|1168
21|1169
21|1170
21|1171
21|1172
21|1173
21|1174
21|1175
21|1176
21|1177
21|1178
21|1179
21|1180
21|1181
21|1182
21|1183
21|1184
21|1185
21|1186
21|1187
21|1188
21|1189
21|1190
21|1191
21|1192
21|1193
21|1194
22|916
22|1117
22|1195
22|1196
22|361
22|1197
22|1198
22|1199
22|1200
22|1201
22|1202
22|1203
22|1204
22|1205
22|119
22|1206
22|1207
22|1208
22|1209
22|1210
22|1211
22|1212
22|1070
22|1213
22|1214
22|1215
22|1216
22|1217
22|1218
22|1123
22|1219
22|1220
22|650
22|1221
23|1101
23|1102
23|1103
23|954
23|1104
23|1105
23|1106
23|1107
23|1108
23|1109
23|1132
23|1116
23|1123
23|1115
23|85
23|1121
23|1129
23|1124
23|1125
23|1122
23|71
23|1111
23|1117
23|1222
23|1112
23|1133
23|1128
23|1127
23|1113
23|1110
23|1114
23|1223
24|1224
24|1225
24|117
24|1226
24|1227
24|1228
24|1102
24|1229
24|1057
24|1230
24|1231
24|1232
24|1233
24|1119
24|1211
24|1234
24|1235
24|1236
24|1237
24|1238
24|1239
24|1240
24|1241
24|1242
24|1243
24|1244
24|1245
24|1246
24|1247
25|1248
25|1249
25|1250
25|553
25|1251
25|554
25|1252
25|1253
25|1254
25|1255
25|1256
25|1257
25|1258
25|1259
25|1113
25|1260
25|1261
25|1262
25|1263
25|1264
25|1265
25|1266
25|1267
25|1112
25|1268
25|1269
25|1270
25|1271
25|1272
25|1273
25|1274
25|1275
25|1276
26|1277
26|1278
26|1279
26|1280
26|1231
26|1281
26|1282
26|1283
26|1284
26|1285
26|1286
26|1287
26|1288
26|1289
26|1290
26|1291
26|1292
26|1293
26|1294
26|1295
26|1296
26|1297
26|1298
26|1299
26|1300
26|1301
26|1302
26|1303
26|1304
26|1305
26|1306
26|1307
26|1308
26|1309
26|1310
26|1311
26|1312
26|1313
26|1314
26|1315
26|1316
26|1317
26|1318
26|1319
26|1320
26|1321
26|1322
26|1323
26|1324
26|1325
26|1326
26|1327
26|1328
26|1329
26|1330
26|1331
26|1332
26|1333
26|1334
26|1335
26|1336
26|1337
26|1338
26|1339
26|1340
26|1341
26|1342
26|1343
26|1344
26|1345
26|1346
26|1347
26|1348
26|1349
26|1349
26|1350
26|1351
26|1352
26|1353
26|1354
26|1355
26|1356
26|1357
26|1358
26|1359
26|1360
26|1361
26|1362
26|99
26|1363
26|1364
26|1365
26|1366
26|1367
26|1368
26|1369
26|1370
26|1371
26|1372
26|83
26|1373
26|1374
26|1375
26|1376
26|1377
26|1378
26|1379
26|1380
26|1381
26|1382
26|1383
26|1384
26|1385
26|1386
26|1387
26|1388
26|1389
26|1390
26|1391
